"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hez2tp-0 12","sc-jGFFOr href","sc-1hp8d8a-0","sc-1q7bklc-1","sc-jGFFOr href 2","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-jGFFOr href 3","sc-1hez2tp-0 14","sc-1hez2tp-0 15","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-1hez2tp-0 19","sc-s1isp7-5 src 13","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-1hez2tp-0 22","sc-s1isp7-5 src 18","sc-1hez2tp-0 23","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-1q7bklc-1 4"
"star-fill","star-fill","star-fill","50% OFF up to 100","29 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, Asian, Momos","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","3525+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","3525+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","35 min","https://www.zomato.com/mumbai/colaba-restaurants","Waffle, Pancake, Ice Cream, Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","3100+ orders placed from here recently","https://www.zomato.com/mumbai/chinese-wok-churchgate/order","Chinese Wok","3.7","https://www.zomato.com/mumbai/the-belgian-waffle-co-chowpatty/order","The Belgian Waffle Co.","4.0","","https://www.zomato.com/mumbai/natural-ice-cream-charni-road/order","28 min","Ice Cream, Desserts, Beverages","Natural Ice Cream","4.4","₹200 for one","50+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","3100+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","14 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","3225+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","3225+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","23 min","https://www.zomato.com/mumbai/colaba-restaurants","Biryani, Kebab, Hyderabadi, Lucknowi","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","1100+ orders placed from here recently","https://www.zomato.com/mumbai/theobroma-colaba/order","Theobroma","4.2","https://www.zomato.com/mumbai/behrouz-biryani-colaba/order","Behrouz Biryani","4.3","50% OFF up to 100","https://www.zomato.com/mumbai/wow-momo-1-nariman-point/order","25 min","Momos, Fast Food","WOW! Momo","3.9","₹200 for one","1250+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1100+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","41 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Pizza, Pasta, Sandwich, Fast Food, Salad","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","2250+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","2250+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","46 min","https://www.zomato.com/mumbai/colaba-restaurants","Pizza, Italian, Desserts, Shake, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","","725+ orders placed from here recently","https://www.zomato.com/mumbai/pizza-caprina-peddar-road/order","Pizza Caprina","3.9","https://www.zomato.com/mumbai/starboy-pizza-shakes-mohammad-ali-road/order","Starboy Pizza & Shakes","3.9","50% OFF up to 100","https://www.zomato.com/mumbai/jumboking-indian-burger-charni-road/order","26 min","Burger, Fast Food","Jumboking Indian Burger","4.0","₹300 for one","1875+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","1875+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","37 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Pizza, Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","325+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","20 min","https://www.zomato.com/mumbai/colaba-restaurants","Cafe, Beverages, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","825+ orders placed from here recently","https://www.zomato.com/mumbai/ovenstory-pizza-colaba/order","Ovenstory Pizza","3.9","https://www.zomato.com/mumbai/starbucks-coffee-colaba/order","Starbucks Coffee","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/sandwizzaa-peddar-road/order","45 min","Sandwich, Beverages","Sandwizzaa","4.3","₹300 for one","2600+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","825+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","","star-fill","At ₹149 only","24 min","star-fill","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Ice Cream, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","725+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","44 min","https://www.zomato.com/mumbai/colaba-restaurants","Rolls, Fast Food, Wraps, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","2100+ orders placed from here recently","https://www.zomato.com/mumbai/nic-ice-creams-fort/order","NIC Ice Creams","3.9","https://www.zomato.com/mumbai/faasos-wraps-rolls-tardeo/order","Faasos - Wraps & Rolls","","50% OFF up to 100","https://www.zomato.com/mumbai/mojo-pizza-2x-toppings-1-colaba/order","30 min","Wraps, North Indian, Fast Food, Biryani, Ice Cream, Desserts, Beverages","MOJO Pizza - 2X Toppings","4.3","₹300 for one","625+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","2100+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","","4.6"
"star-fill","star-fill","star-fill","50% OFF up to 100","39 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","South Indian, North Indian, Chinese, Street Food, Fast Food, Desserts, Beverages, Sichuan","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","2100+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","2100+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","33 min","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Beverages, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹300 for one","https://www.zomato.com/mumbai/colaba-restaurants","5625+ orders placed from here recently","https://www.zomato.com/mumbai/shiv-sagar-girgaum/order","Shiv Sagar","3.9","https://www.zomato.com/mumbai/hotel-shree-g-bhagat-tarachand-kalbadevi/order","Hotel Shree G. Bhagat Tarachand","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/kwality-walls-frozen-dessert-and-ice-cream-shop-9-nariman-point/order","23 min","Ice Cream, Desserts","Kwality Wall’s Frozen Dessert and Ice Cream Shop","4.0","₹300 for one","350+ orders placed from here recently","Restaurant partner follows WHO protocol","5625+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","","","","","",""
"star-fill","star-fill","star-fill","40% OFF","25 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages","","₹200 for one","","2125+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","23 min","https://www.zomato.com/mumbai/colaba-restaurants","Healthy Food, North Indian, Ice Cream, Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","","2875+ orders placed from here recently","https://www.zomato.com/mumbai/eatfit-fort/order","EatFit","3.9","https://www.zomato.com/mumbai/great-indian-khichdi-by-eatfit-1-fort/order","Great Indian Khichdi by EatFit","4.1","50% OFF up to 100","https://www.zomato.com/mumbai/nothing-but-chicken-colaba/order","15 min","Salad, Street Food, Fast Food","Nothing But Chicken","4.0","₹200 for one","1225+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","1225+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","34 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Desserts, Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","400+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","400+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","37 min","https://www.zomato.com/mumbai/colaba-restaurants","Burger, Fast Food, American","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","2500+ orders placed from here recently","https://www.zomato.com/mumbai/monginis-mohammad-ali-road/order","Monginis","3.8","https://www.zomato.com/mumbai/wendys-burgers-tardeo/order","Wendy's Burgers","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/lunchbox-meals-and-thalis-tardeo/order","44 min","North Indian","LunchBox - Meals and Thalis","4.0","₹200 for one","1225+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","2500+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","1225+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","34 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Desserts, Waffle, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","2025+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","2025+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","32 min","https://www.zomato.com/mumbai/colaba-restaurants","South Indian, North Indian, Chinese, Street Food, Beverages, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","1250+ orders placed from here recently","https://www.zomato.com/mumbai/mad-over-donuts-breach-candy/order","Mad Over Donuts","4.2","https://www.zomato.com/mumbai/amar-fast-food-juice-centre-chowpatty/order","Amar  Fast Food & Juice Centre","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/tewari-bros-mithaiwala-charni-road/order","28 min","Mithai, Street Food, Fast Food, South Indian, North Indian, Chinese, Desserts, Beverages","Tewari Bros. Mithaiwala","4.4","₹200 for one","8725+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","1250+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","8725+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","28 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Chinese, North Indian, Momos","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","1750+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","1750+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","43 min","https://www.zomato.com/mumbai/colaba-restaurants","Desserts, Mithai, Fast Food, Street Food, Burger, Sandwich, Pizza, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","27300+ orders placed from here recently","https://www.zomato.com/mumbai/big-bowl-churchgate/order","Big Bowl","3.8","https://www.zomato.com/mumbai/deliure-the-eatrium-byculla/order","Deliure & The Eatrium","4.3","50% OFF up to 100","https://www.zomato.com/mumbai/sweet-bengal-kemps-corner/order","39 min","Mithai, Desserts","Sweet Bengal","4.4","₹200 for one","925+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","27300+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","47 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","Rolls, North Indian, Beverages, Desserts","","₹200 for one","","1300+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","22 min","https://www.zomato.com/mumbai/colaba-restaurants","Pizza, Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","","675+ orders placed from here recently","https://www.zomato.com/mumbai/tibbs-frankie-serving-rolls-since-1969-mazgaon/order","Tibb's Frankie - Serving Rolls Since 1969","3.6","https://www.zomato.com/mumbai/smokin-joes-colaba/order","Smokin' Joe's","3.8","50% OFF up to 100","https://www.zomato.com/mumbai/charcoal-eats-biryani-beyond-mazgaon/order","50 min","Biryani, Kebab, Rolls","Charcoal Eats - Biryani & Beyond","3.9","₹200 for one","1300+ orders placed from here recently","","","","","","","","","","","","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","39 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","North Indian, Rajasthani, Gujarati, Beverages, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","7050+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/colaba-restaurants","7050+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","39 min","https://www.zomato.com/mumbai/colaba-restaurants","Mughlai, North Indian, Chinese, Biryani, Middle Eastern, Iranian, Seafood, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","7450+ orders placed from here recently","https://www.zomato.com/mumbai/r-bhagat-tarrachand-girgaum/order","R Bhagat Tarrachand","3.9","https://www.zomato.com/mumbai/persian-darbar-byculla/order","Persian Darbar","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/shiv-sagar-kemps-corner/order","40 min","Fast Food, Chinese, South Indian, Mexican, Italian, North Indian, Desserts, Beverages","Shiv Sagar","4.1","₹200 for one","3625+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","7450+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","3625+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","19 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Ice Cream, Desserts, Beverages","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","27 min","https://www.zomato.com/mumbai/colaba-restaurants","Tea, Cafe, Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","3000+ orders placed from here recently","https://www.zomato.com/mumbai/baskin-robbins-1-colaba/order","Baskin Robbins","3.9","https://www.zomato.com/mumbai/chaayos-chai-snacks-relax-churchgate/order","Chaayos Chai+Snacks=Relax","4.2","50% OFF up to 100","https://www.zomato.com/mumbai/cafe-national-mahalaxmi/order","44 min","Chinese, Shawarma, Mughlai, North Indian, Seafood, Biryani","Cafe National","3.9","₹200 for one","14975+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","3000+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","14975+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","44 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","North Indian, Street Food","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","","2875+ orders placed from here recently","","Restaurant partner follows WHO protocol","","2875+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","32 min","https://www.zomato.com/mumbai/colaba-restaurants","Burger, American, Fast Food","https://www.zomato.com/mumbai/colaba-restaurants","₹200 for one","https://www.zomato.com/mumbai/colaba-restaurants","3450+ orders placed from here recently","https://www.zomato.com/mumbai/b-bhagat-tarachand-marine-lines/order","B Bhagat Tarachand","4.3","https://www.zomato.com/mumbai/good-flippin-burgers-marine-lines/order","Good Flippin' Burgers","4.1","50% OFF up to 100","https://www.zomato.com/mumbai/biryani-by-kilo-lower-parel/order","87 min","Biryani, Hyderabadi, North Indian, Kebab, Mughlai, Desserts","Biryani By Kilo","4.1","₹200 for one","2350+ orders placed from here recently","","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","2350+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","25 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Biryani, Kebab, Hyderabadi, Lucknowi","https://www.zomato.com/mumbai/colaba-restaurants","₹250 for one","https://www.zomato.com/mumbai/colaba-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","28 min","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹250 for one","","575+ orders placed from here recently","https://www.zomato.com/mumbai/the-biryani-life-colaba/order","The Biryani Life","4.3","https://www.zomato.com/mumbai/cakezone-fort/order","CakeZone","4.1","50% OFF up to 100","https://www.zomato.com/mumbai/nanumal-bhojraj-mohammad-ali-road/order","38 min","North Indian","Nanumal Bhojraj","3.9","₹250 for one","1200+ orders placed from here recently","","","","","","","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","1200+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
"star-fill","star-fill","star-fill","50% OFF up to 100","17 min","","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Ice Cream, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹250 for one","https://www.zomato.com/mumbai/colaba-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","300+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/colaba-restaurants","35 min","https://www.zomato.com/mumbai/colaba-restaurants","Bakery, Desserts","https://www.zomato.com/mumbai/colaba-restaurants","₹250 for one","https://www.zomato.com/mumbai/colaba-restaurants","4425+ orders placed from here recently","https://www.zomato.com/mumbai/apsara-ice-creams-colaba/order","Apsara Ice Creams","3.9","https://www.zomato.com/mumbai/cake-centre-the-dessert-maker-mohammad-ali-road/order","Cake Centre-The Dessert Maker","4.3","50% OFF up to 100","https://www.zomato.com/mumbai/jaffer-bhais-delhi-darbar-marine-lines/order","32 min","North Indian, Mughlai, Chinese, Biryani, Arabian, Kebab, Desserts, Sichuan","Jaffer Bhai's Delhi Darbar","3.7","₹250 for one","2200+ orders placed from here recently","Follows all Max Safety measures to ensure your food is safe","4425+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/colaba-restaurants","2200+ orders placed from here recently","https://www.zomato.com/mumbai/colaba-restaurants","https://www.zomato.com/mumbai/colaba-restaurants",""
