"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 20","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 22"
"","star-fill","star-fill","50% OFF up to 100","23 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Bakery, Desserts, Fast Food, Rolls, Pizza","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","","5325+ orders placed from here recently","","Restaurant partner follows WHO protocol","","5325+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","24 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Pizza, Fast Food, Desserts, Beverages","","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Merwans Cake Stop","","Pizza Hut","3.4","","","Subway","3.6","50% OFF up to 100","17 min","Healthy Food, Fast Food, Sandwich, Salad, Wraps, Beverages","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","8800+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","8800+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/merwans-cake-stop-santacruz-east/order","https://www.zomato.com/mumbai/pizza-hut-khar/order","https://www.zomato.com/mumbai/subway-bandra-talao-bandra-west/order","4.3",""
"star-fill","","star-fill","50% OFF up to 100","12 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Cafe, Beverages, Desserts","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1775+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","19 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Rolls, Fast Food, Wraps, Desserts","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Starbucks Coffee","4.0","Faasos - Wraps & Rolls","","Follows all Max Safety measures to ensure your food is safe","1725+ orders placed from here recently","Amrut Sagar Fast Food","4.2","50% OFF up to 100","11 min","South Indian, Street Food, Chinese, Pizza, Sandwich, Shake, Beverages","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","4050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","4050+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/starbucks-coffee-linking-road-bandra-west/order","https://www.zomato.com/mumbai/faasos-wraps-rolls-hill-road-bandra-west/order","https://www.zomato.com/mumbai/amrut-sagar-fast-food-hill-road-bandra-west/order","4.3",""
"star-fill","","star-fill","50% OFF up to 100","24 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Cafe, Sandwich, Fast Food, Continental, Coffee, Burger, Beverages, Desserts","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","6700+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","6700+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","20 min","","Pizza, Italian, Pasta, Fast Food","","₹200 for one","","Boojee Cafe","3.7","La Pino'z Pizza","","","","Great Indian Khichdi by EatFit","4.0","50% OFF up to 100","18 min","Healthy Food, North Indian","₹200 for one","","1950+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/boojee-cafe-carter-road-bandra-west/order","https://www.zomato.com/mumbai/la-pinoz-pizza-santacruz-west/order","https://www.zomato.com/mumbai/great-indian-khichdi-by-eatfit-khar/order","4.3",""
"star-fill","","star-fill","50% OFF up to 100","11 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Salad, Street Food, Fast Food","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","4975+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","4975+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","18 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Biryani, North Indian, Chinese, Mughlai, Arabian, Fast Food, Desserts, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Nothing But Chicken","4.0","Lucky Restaurant","","Follows all Max Safety measures to ensure your food is safe","8550+ orders placed from here recently","Cafe Coffee Day","4.2","50% OFF up to 100","45 min","Cafe, Fast Food, Coffee, Desserts, Beverages","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","925+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/nothing-but-chicken-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/lucky-restaurant-hill-road-bandra-west/order","https://www.zomato.com/mumbai/cafe-coffee-day-4-chakala/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","39 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","North Indian, Street Food, Desserts, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1325+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1325+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","30 min","","Chinese, North Indian, South Indian, Fast Food, Desserts","","₹200 for one","","Oye Kake","4.0","Nityam Food Court Pure Veg","","","","Khichdi Express","3.6","50% OFF up to 100","29 min","Healthy Food, Salad, Ice Cream, Beverages","₹200 for one","","1550+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/oye-kake-santacruz-east/order","https://www.zomato.com/mumbai/nityam-food-court-pure-veg-khar/order","https://www.zomato.com/mumbai/khichdi-express-1-khar/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","38 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Chinese, North Indian, Mughlai, Seafood, Biryani, Sichuan","","₹200 for one","","1650+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","30% OFF","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","43 min","","North Indian, Street Food","","₹200 for one","","Santosh Lunch Home","4.0","Dabba Garam","","","","Chaayos Chai+Snacks=Relax","4.1","50% OFF up to 100","20 min","Tea, Cafe, Fast Food","₹200 for one","","4875+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","4875+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/santosh-lunch-home-santacruz-east/order","https://www.zomato.com/mumbai/dabba-garam-santacruz-east/order","https://www.zomato.com/mumbai/chaayos-chai-snacks-relax-pali-hill-bandra-west/order","4.1","Pro extra 10% OFF"
"star-fill","","star-fill","50% OFF up to 100","33 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Biryani","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2450+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2450+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","23 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Healthy Food, Salad, Wraps, Fast Food, Juices, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","New Bismillah Caterers","3.8","Flax","","Follows all Max Safety measures to ensure your food is safe","2950+ orders placed from here recently","Aashirwad Food Corner","3.9","50% OFF up to 100","26 min","Fast Food, Chinese, North Indian, Biryani, Mughlai, Sichuan","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","450+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/new-bismillah-caterers-santacruz-east/order","https://www.zomato.com/mumbai/flax-khar/order","https://www.zomato.com/mumbai/aashirwad-food-corner-hill-road-bandra-west/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","29 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Waffle, Pancake, Ice Cream, Desserts, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2150+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2150+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","15 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Ice Cream, Desserts, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","The Belgian Waffle Co.","4.5","Natural Ice Cream","","Restaurant partner follows WHO protocol","1650+ orders placed from here recently","Theobroma","4.3","50% OFF up to 100","12 min","Bakery, Desserts, Beverages","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","6825+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","6825+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-belgian-waffle-co-hill-road-bandra-west/order","https://www.zomato.com/mumbai/natural-ice-cream-hill-road-bandra-west/order","https://www.zomato.com/mumbai/theobroma-pali-hill-bandra-west/order","4.2",""
"star-fill","","star-fill","50% OFF up to 100","21 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Biryani, Kebab, Hyderabadi, Lucknowi","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","22 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Pizza, Fast Food, Italian","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Behrouz Biryani","3.7","Sbarro - New York Pizza","","Follows all Max Safety measures to ensure your food is safe","3175+ orders placed from here recently","WOW! Momo","3.9","50% OFF up to 100","29 min","Momos, Fast Food","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1150+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1150+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/behrouz-biryani-hill-road-bandra-west/order","https://www.zomato.com/mumbai/sbarro-new-york-pizza-linking-road-bandra-west/order","https://www.zomato.com/mumbai/wow-momo-hill-road-bandra-west/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","46 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","Bakery, Desserts","","₹150 for one","","75+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","55 min","","Burger","","₹150 for one","","Ribbons And Balloons","3.9","Jumboking Indian Burger","","","","Ovenstory Pizza","4.3","50% OFF up to 100","37 min","Pizza, Fast Food","₹150 for one","","1075+ orders placed from here recently","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1075+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/ribbons-and-balloons-near-andheri-west-station/order","https://www.zomato.com/mumbai/jumboking-indian-burger-3-near-andheri-east-station/order","https://www.zomato.com/mumbai/ovenstory-pizza-hill-road-bandra-west/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","47 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Maharashtrian, Street Food, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1550+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","1550+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","46 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","South Indian, Sandwich, Rolls, Fast Food, Street Food, Mithai, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Mamledar Misal","4.3","Guru Kripa","","Follows all Max Safety measures to ensure your food is safe","29050+ orders placed from here recently","Bismillah Catering","3.4","50% OFF up to 100","52 min","Biryani, Lebanese, Mughlai","₹150 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","800+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/mamledar-misal-mahakali/order","https://www.zomato.com/mumbai/guru-kripa-sion/order","https://www.zomato.com/mumbai/bismillah-catering-chembur/order","4.1",""
"star-fill","","star-fill","50% OFF up to 100","25 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","North Indian, South Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","","5875+ orders placed from here recently","","Restaurant partner follows WHO protocol","","5875+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","17 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Ice Cream, Desserts","","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Shiv Sagar","3.9","Kwality Wall’s Frozen Dessert and Ice Cream Shop","","","","EatFit","3.7","40% OFF","17 min","Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","3000+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/shiv-sagar-1-khar/order","https://www.zomato.com/mumbai/kwality-walls-frozen-dessert-and-ice-cream-shop-khar/order","https://www.zomato.com/mumbai/eatfit-khar/order","4.2",""
"star-fill","star-fill","star-fill","50% OFF up to 100","30 min","","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Burger, Fast Food, American","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2375+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2375+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","24 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","North Indian","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Wendy's Burgers","3.6","LunchBox - Meals and Thalis","3.9","Follows all Max Safety measures to ensure your food is safe","750+ orders placed from here recently","Haldiram's Restaurant","3.7","50% OFF up to 100","59 min","Mithai, North Indian, South Indian, Sandwich, Street Food, Biryani, Beverages, Desserts","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","4200+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","","","","","","","https://www.zomato.com/mumbai/wendys-burgers-santacruz-west/order","https://www.zomato.com/mumbai/lunchbox-meals-and-thalis-hill-road-bandra-west/order","https://www.zomato.com/mumbai/haldirams-restaurant-kurla/order","",""
"star-fill","","star-fill","50% OFF up to 100","10 min","star-fill","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Desserts, Waffle, Beverages","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","46 min","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages, Desserts","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","Mad Over Donuts","3.9","Amar  Fast Food & Juice Centre","","Restaurant partner follows WHO protocol","4375+ orders placed from here recently","Tewari Bros. Mithaiwala","4.4","50% OFF up to 100","34 min","Mithai, Street Food, Fast Food, South Indian, North Indian, Chinese, Desserts, Beverages","₹200 for one","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","5450+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","5450+ orders placed from here recently","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/linking-road-bandra-west-restaurants","https://www.zomato.com/mumbai/mad-over-donuts-linking-road-bandra-west/order","https://www.zomato.com/mumbai/amar-fast-food-juice-centre-chakala/order","https://www.zomato.com/mumbai/tewari-bros-mithaiwala-sion/order","4.3",""
