"sc-rbbb40-0","sc-rbbb40-0 2","sc-rbbb40-0 3","sc-1hez2tp-0","sc-1hez2tp-0 2","sc-rbbb40-0 4","sc-s1isp7-5 src","sc-s1isp7-5 src 2","sc-s1isp7-5 src 3","sc-1hez2tp-0 3","sc-s1isp7-5 src 4","sc-1hez2tp-0 4","sc-s1isp7-5 src 5","sc-1hez2tp-0 5","sc-s1isp7-5 src 6","sc-1hez2tp-0 6","sc-s1isp7-5 src 7","sc-1hez2tp-0 7","sc-s1isp7-5 src 8","sc-1hez2tp-0 8","sc-s1isp7-5 src 9","sc-1hez2tp-0 9","sc-s1isp7-5 src 10","sc-1hez2tp-0 10","sc-s1isp7-5 src 11","sc-1hez2tp-0 11","sc-s1isp7-5 src 12","sc-1hp8d8a-0","sc-1q7bklc-1","sc-1hp8d8a-0 2","sc-1q7bklc-1 2","sc-1hez2tp-0 13","sc-1hez2tp-0 14","sc-1hp8d8a-0 3","sc-1q7bklc-1 3","sc-1hez2tp-0 15","sc-1hez2tp-0 16","sc-1hez2tp-0 17","sc-1hez2tp-0 18","sc-s1isp7-5 src 13","sc-1hez2tp-0 19","sc-s1isp7-5 src 14","sc-s1isp7-5 src 15","sc-s1isp7-5 src 16","sc-s1isp7-5 src 17","sc-s1isp7-5 src 18","sc-1hez2tp-0 21","sc-s1isp7-5 src 19","sc-s1isp7-5 src 21","sc-jGFFOr href","sc-jGFFOr href 2","sc-jGFFOr href 3","sc-1q7bklc-1 4","sc-1hez2tp-0 23"
"star-fill","","star-fill","40% OFF","19 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Burger, Fast Food, Street Food, Desserts, Beverages","","₹250 for one","","3400+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","28 min","","Pizza, Fast Food, Desserts, Beverages","","₹250 for one","","Burger King","3.8","Pizza Hut","","","","WOW! Momo","3.9","50% OFF up to 100","25 min","Momos, Fast Food","₹250 for one","","1150+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/burger-king-bandra-talao-bandra-west/order","https://www.zomato.com/mumbai/pizza-hut-khar/order","https://www.zomato.com/mumbai/wow-momo-hill-road-bandra-west/order","3.4",""
"star-fill","star-fill","star-fill","50% OFF up to 100","29 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","North Indian, South Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","","5875+ orders placed from here recently","","Restaurant partner follows WHO protocol","","5875+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","25 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Pizza, Italian, Pasta, Fast Food","","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Shiv Sagar","3.7","La Pino'z Pizza","4.2","","","Dabba Garam","4.0","50% OFF up to 100","50 min","North Indian, South Indian, Street Food, Desserts","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/shiv-sagar-1-khar/order","https://www.zomato.com/mumbai/la-pinoz-pizza-santacruz-west/order","https://www.zomato.com/mumbai/dabba-garam-worli/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","12 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Cafe, Beverages, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1450+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1450+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","28 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Biryani, North Indian, Chinese, Mughlai, Kebab, Parsi, Seafood, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Starbucks Coffee","3.9","Persian Darbar","4.0","Follows all Max Safety measures to ensure your food is safe","6275+ orders placed from here recently","Chaayos Chai+Snacks=Relax","4.1","50% OFF up to 100","15 min","Tea, Cafe, Fast Food","₹250 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4875+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","4875+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/starbucks-coffee-1-linking-road-bandra-west/order","https://www.zomato.com/mumbai/persian-darbar-linking-road-bandra-west/order","https://www.zomato.com/mumbai/chaayos-chai-snacks-relax-pali-hill-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","16 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Biryani, North Indian, Chinese, Mughlai, Arabian, Fast Food, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","8550+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","8550+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","24 min","","South Indian, North Indian, Chinese, Maharashtrian, Fast Food, Desserts, Shake, Beverages","","₹300 for one","","Lucky Restaurant","4.0","Vrindavan","4.2","","","Merwans Cake Stop","4.3","50% OFF up to 100","40 min","Bakery, Desserts, Fast Food, Rolls, Pizza","₹300 for one","","11550+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","11550+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/lucky-restaurant-hill-road-bandra-west/order","https://www.zomato.com/mumbai/vrindavan-khar/order","https://www.zomato.com/mumbai/merwans-cake-stop-near-andheri-west-station/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","26 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Waffle, Pancake, Ice Cream, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2150+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","12 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Ice Cream, Desserts, Beverages","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","The Belgian Waffle Co.","4.5","Natural Ice Cream","4.2","Restaurant partner follows WHO protocol","1650+ orders placed from here recently","Theobroma","4.3","50% OFF up to 100","12 min","Bakery, Desserts, Beverages","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","6825+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","6825+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/the-belgian-waffle-co-hill-road-bandra-west/order","https://www.zomato.com/mumbai/natural-ice-cream-hill-road-bandra-west/order","https://www.zomato.com/mumbai/theobroma-pali-hill-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","25 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Biryani, Kebab, Hyderabadi, Lucknowi","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1500+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","26 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Pizza, Fast Food, Italian","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Behrouz Biryani","3.7","Sbarro - New York Pizza","4.1","Follows all Max Safety measures to ensure your food is safe","3175+ orders placed from here recently","Starboy Pizza & Shakes","3.5","50% OFF up to 100","46 min","Pizza, Italian, Desserts, Shake, Beverages","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2075+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/behrouz-biryani-hill-road-bandra-west/order","https://www.zomato.com/mumbai/sbarro-new-york-pizza-linking-road-bandra-west/order","https://www.zomato.com/mumbai/starboy-pizza-shakes-worli/order","",""
"","star-fill","star-fill","50% OFF up to 100","37 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Burger, Fast Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1050+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","37 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Pizza, Fast Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Jumboking Indian Burger","","Ovenstory Pizza","4.3","Follows all Max Safety measures to ensure your food is safe","1075+ orders placed from here recently","Faasos - Wraps & Rolls","4.0","50% OFF up to 100","22 min","Rolls, Fast Food, Wraps, Desserts","₹300 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1725+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1725+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/jumboking-indian-burger-lower-parel/order","https://www.zomato.com/mumbai/ovenstory-pizza-hill-road-bandra-west/order","https://www.zomato.com/mumbai/faasos-wraps-rolls-hill-road-bandra-west/order","3.5",""
"star-fill","star-fill","star-fill","50% OFF up to 100","21 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Ice Cream, Desserts","","₹100 for one","","3000+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","40% OFF","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","23 min","","Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages","","₹100 for one","","Kwality Wall’s Frozen Dessert and Ice Cream Shop","3.9","EatFit","3.7","","","Great Indian Khichdi by EatFit","4.0","50% OFF up to 100","20 min","Healthy Food, North Indian","₹100 for one","","1950+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/kwality-walls-frozen-dessert-and-ice-cream-shop-khar/order","https://www.zomato.com/mumbai/eatfit-khar/order","https://www.zomato.com/mumbai/great-indian-khichdi-by-eatfit-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","33 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Burger, Fast Food, American","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2375+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2375+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","27 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Wendy's Burgers","3.6","LunchBox - Meals and Thalis","3.9","Follows all Max Safety measures to ensure your food is safe","750+ orders placed from here recently","Mad Over Donuts","4.3","50% OFF up to 100","16 min","Desserts, Waffle, Beverages","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/wendys-burgers-santacruz-west/order","https://www.zomato.com/mumbai/lunchbox-meals-and-thalis-hill-road-bandra-west/order","https://www.zomato.com/mumbai/mad-over-donuts-linking-road-bandra-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","19 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Desserts, Chinese, Biryani, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1975+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Restaurant partner follows WHO protocol","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1975+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","17 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mithai, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Big Bowl","3.8","Sweet Bengal","4.2","Follows all Max Safety measures to ensure your food is safe","875+ orders placed from here recently","Charcoal Eats - Biryani & Beyond","3.7","50% OFF up to 100","34 min","Biryani, Kebab, Rolls","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1075+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/big-bowl-hill-road-bandra-west/order","https://www.zomato.com/mumbai/sweet-bengal-reclamation-bandra-west/order","https://www.zomato.com/mumbai/charcoal-eats-biryani-beyond-khar/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","24 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Bakery, Desserts, Fast Food","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1575+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","53 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","North Indian, Chinese, Desserts, Sichuan","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Hangout Cakes & More","4.0","Meal Bowl","3.9","Follows all Max Safety measures to ensure your food is safe","1175+ orders placed from here recently","Baskin Robbins","4.2","50% OFF up to 100","15 min","Ice Cream, Desserts, Beverages","₹100 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","975+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","975+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hangout-cakes-more-santacruz-west/order","https://www.zomato.com/mumbai/meal-bowl-lower-parel/order","https://www.zomato.com/mumbai/baskin-robbins-1-linking-road-bandra-west/order","","Pro extra 10% OFF"
"","star-fill","star-fill","50% OFF up to 100","54 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Mexican, Fast Food, Wraps, Beverages","","₹150 for one","","5425+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","22 min","","Burger, American, Fast Food","","₹150 for one","","Taco Bell","","Good Flippin' Burgers","4.3","","","WOW! China","3.6","50% OFF up to 100","58 min","Chinese, Sichuan, Rolls","₹150 for one","","1025+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/taco-bell-lower-parel/order","https://www.zomato.com/mumbai/good-flippin-burgers-pali-hill-bandra-west/order","https://www.zomato.com/mumbai/wow-china-lower-parel/order","3.4",""
"star-fill","star-fill","star-fill","50% OFF up to 100","25 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Biryani, Kebab, Hyderabadi, Lucknowi","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","100+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","24 min","","Bakery, Desserts, Bengali, Beverages, Ice Cream, Juices","","₹150 for one","","The Biryani Life","3.8","CakeZone","3.8","","","Nanumal Bhojraj","3.6","50% OFF up to 100","39 min","North Indian, Chinese, Sindhi, Beverages, Desserts, Sichuan","₹150 for one","","675+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","","","","","https://www.zomato.com/mumbai/the-biryani-life-hill-road-bandra-west/order","https://www.zomato.com/mumbai/cakezone-linking-road-bandra-west/order","https://www.zomato.com/mumbai/nanumal-bhojraj-santacruz-west/order","",""
"star-fill","star-fill","star-fill","50% OFF up to 100","44 min","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","South Indian, North Indian, Street Food, Beverages, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2725+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Follows all Max Safety measures to ensure your food is safe","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2725+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","39 min","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Mithai, Street Food, Fast Food, Desserts","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","₹150 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","Banana Leaf","4.0","Brijwasi Sweets Original Since 1946","3.9","Follows all Max Safety measures to ensure your food is safe","2450+ orders placed from here recently","Spukies - The Veg Sigree","4.1","50% OFF up to 100","35 min","North Indian, Chinese, Street Food, Fast Food, Biryani, Beverages, Sichuan","₹150 for one","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2400+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","2400+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/banana-leaf-lower-parel/order","https://www.zomato.com/mumbai/brijwasi-sweets-original-since-1946-lower-parel/order","https://www.zomato.com/mumbai/spukies-the-veg-sigree-santacruz-west/order","",""
"","star-fill","star-fill","50% OFF up to 100","60 min","star-fill","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","","Mithai","","₹150 for one","","550+ orders placed from here recently","","","","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","50% OFF up to 100","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","23 min","","Healthy Food, North Indian, Ice Cream, Desserts, Beverages","","₹150 for one","","Murlidhar Sweets & Farsan","","Home Plate by EatFit","4.3","","","Khar Social","3.8","50% OFF up to 100","37 min","North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Kebab","₹150 for one","","1700+ orders placed from here recently","","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","1700+ orders placed from here recently","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/hill-road-bandra-west-restaurants","https://www.zomato.com/mumbai/murlidhar-sweets-farsan-versova/order","https://www.zomato.com/mumbai/home-plate-by-eatfit-khar/order","https://www.zomato.com/KharSocial/order","3.3",""
